,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
2130,1010177,3946,GS101123C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2131,1042433,4072,GS101124C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2132,1086977,4246,GS101125C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2133,999169,3903,GS120623C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2134,1029377,4021,GS120624C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2135,1062145,4149,GS120625C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2136,1123585,4389,GS120626C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2137,1012993,3957,GS121223C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2138,1047809,4093,GS121224C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2139,1089025,4254,GS121225C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2140,992257,3876,GS150323C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2141,1022977,3996,GS150324C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2142,1056769,4128,GS150325C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2143,1117697,4366,GS150326C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2144,1128193,4407,GS150622C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2145,999681,3905,GS150623C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2146,1029633,4022,GS150624C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2147,1063425,4154,GS150625C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2148,1124609,4393,GS150626C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2149,1004033,3922,GS150923C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2150,1038593,4057,GS150924C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2151,1075713,4202,GS150925C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2152,1127169,4403,GS151221C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2153,993793,3882,GS151222C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2154,1014785,3964,GS151223C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2155,1048065,4094,GS151224C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2156,1104385,4314,GS151225C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2157,1128705,4409,GS151226C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2158,1000193,3907,GS170623C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2159,1030401,4025,GS170624C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2160,1064449,4158,GS170625C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2161,994049,3883,GS171222C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2162,1015297,3966,GS171223C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2163,1048321,4095,GS171224C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2164,1106689,4323,GS171225C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2165,993537,3881,GS200323C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2166,1025281,4005,GS200324C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2167,1057537,4131,GS200325C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2168,1118209,4368,GS200326C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2169,1005569,3928,GS200923C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2170,1039873,4062,GS200924C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2171,1076481,4205,GS200925C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2172,991233,3872,GS220223C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2173,1021185,3989,GS220224C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2174,1055745,4124,GS220225C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2175,1111809,4343,GS220226C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2176,1132289,4423,GS220230C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2177,1133825,4429,GS220231C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2178,1134593,4432,GS220236C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2179,1157121,4520,GS220240C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2180,1165313,4552,GS220250C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2181,1166081,4555,GS220261C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2182,1125121,4395,GS220261P-GS,,0,,0,0.01,100,EQ,NSE,NSE
2183,1003265,3919,GS220823C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2184,1035265,4044,GS220824C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2185,1070081,4180,GS220825C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2186,1133313,4427,GS220830C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2187,1134337,4431,GS220831C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2188,1150465,4494,GS220836C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2189,1163777,4546,GS220840C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2190,1165569,4553,GS220850C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2191,1000705,3909,GS230623C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2192,1030913,4027,GS230624C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2193,1065217,4161,GS230625C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2194,987905,3859,GS231222C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2195,1015553,3967,GS231223C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2196,1049089,4098,GS231224C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2197,1107201,4325,GS231225C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2198,994561,3885,GS260423C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2199,1026305,4009,GS260424C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2200,1058561,4135,GS260425C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2201,1121793,4382,GS260426C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2202,1009665,3944,GS261023C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2203,1041409,4068,GS261024C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2204,1080833,4222,GS261025C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2205,1000961,3910,GS300623C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2206,1031425,4029,GS300624C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2207,1068545,4174,GS300625C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2208,990209,3868,GS311222C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2209,1017857,3976,GS311223C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2210,1049345,4099,GS311224C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2211,1108481,4330,GS311225C-GS,,0,,0,0.01,100,EQ,NSE,NSE
2212,7641601,29850,GSCLCEMENT,GUJARAT SIDHEE CEM..,0,,0,0.05,1,EQ,NSE,NSE
2213,319233,1247,GSFC,GUJ STATE FERT & CHEM,0,,0,0.05,1,EQ,NSE,NSE
2214,3378433,13197,GSPL,GUJARAT STATE PETRO,0,,0,0.05,1,EQ,NSE,NSE
2215,3928833,15347,GSS,GSS INFOTECH,0,,0,0.05,1,EQ,NSE,NSE
2216,1234177,4821,GTL-BE,GTL,0,,0,0.05,1,EQ,NSE,NSE
2217,3518977,13746,GTLINFRA-BE,GTL INFRA.LTD,0,,0,0.05,1,EQ,NSE,NSE
2218,3449089,13473,GTNTEX,GTN TEXTILES,0,,0,0.05,1,EQ,NSE,NSE
2219,5425921,21195,GTPL,GTPL HATHWAY,0,,0,0.05,1,EQ,NSE,NSE
2220,2971137,11606,GUFICBIO,GUFIC BIOSCIENCES.,0,,0,0.05,1,EQ,NSE,NSE
2221,324353,1267,GUJALKALI,GUJARAT ALKALIES & CHEM,0,,0,0.05,1,EQ,NSE,NSE
2222,3757313,14677,GUJAPOLLO,GUJ. APOLLO IND..,0,,0,0.05,1,EQ,NSE,NSE
2223,2713345,10599,GUJGASLTD,GUJARAT GAS,0,,0,0.05,1,EQ,NSE,NSE
2224,4832001,18875,GUJNRECOKE-W1,,0,,0,0.05,20000,EQ,NSE,NSE
2225,2584833,10097,GUJRAFFIA-BE,GUJARAT RAFFIA INDUST,0,,0,0.05,1,EQ,NSE,NSE
2226,1124097,4391,GULFOILLUB,GULF OIL LUB. IND..,0,,0,0.05,1,EQ,NSE,NSE
2227,2964737,11581,GULFPETRO,GP PETROLEUMS,0,,0,0.05,1,EQ,NSE,NSE
2228,1611777,6296,GULPOLY-BE,GULSHAN POLYOLS,0,,0,0.05,1,EQ,NSE,NSE
2229,589569,2303,HAL,HINDUSTAN AERONAUTICS,0,,0,0.05,1,EQ,NSE,NSE
2230,12289,48,HAPPSTMNDS,HAPPIEST MINDS TECHNO,0,,0,0.05,1,EQ,NSE,NSE
2231,336129,1313,HARRMALAYA,HARRISON MALAYALAM,0,,0,0.05,1,EQ,NSE,NSE
2232,4647425,18154,HATHWAY,HATHWAY CABLE & DATACOM,0,,0,0.05,1,EQ,NSE,NSE
2233,996353,3892,HATSUN,HATSUN AGRO PRODUCT.,0,,0,0.05,1,EQ,NSE,NSE
2234,2513665,9819,HAVELLS,HAVELLS INDIA,0,,0,0.05,1,EQ,NSE,NSE
2235,2154753,8417,HAVISHA-BE,SRI HAVISHA HOSP & INFR L,0,,0,0.05,1,EQ,NSE,NSE
2236,5742849,22433,HBANKETF,HDFCAMC - HBANKETF,0,,0,0.01,1,EQ,NSE,NSE
2237,3575297,13966,HBLPOWER,HBL POWER SYSTEMS.,0,,0,0.05,1,EQ,NSE,NSE
2238,1053697,4116,HBSL,HB STOCKHOLDINGS,0,,0,0.05,1,EQ,NSE,NSE
2239,352001,1375,HCC,HINDUSTAN CONSTRUCTION CO,0,,0,0.05,1,EQ,NSE,NSE
2240,3982081,15555,HCG,HEALTHCARE GLOB. ENT.,0,,0,0.05,1,EQ,NSE,NSE
2241,339713,1327,HCL-INSYS,HCL INFOSYSTEMS,0,,0,0.05,1,EQ,NSE,NSE
2242,1850625,7229,HCLTECH,HCL TECHNOLOGIES,0,,0,0.05,1,EQ,NSE,NSE
2243,340481,1330,HDFC,HDFC,0,,0,0.05,1,EQ,NSE,NSE
2244,5715457,22326,HDFC-W3,,0,,0,0.05,600,EQ,NSE,NSE
2245,1086465,4244,HDFCAMC,HDFC AMC,0,,0,0.05,1,EQ,NSE,NSE
2246,341249,1333,HDFCBANK,HDFC BANK,0,,0,0.05,1,EQ,NSE,NSE
2247,119553,467,HDFCLIFE,HDFC LIFE INS CO,0,,0,0.05,1,EQ,NSE,NSE
2248,5003009,19543,HDFCMFGETF,HDFC GOLD ETF,0,,0,0.01,1,EQ,NSE,NSE
2249,2967297,11591,HDFCNIFETF,HDFCAMC - HDFCNIFETF,0,,0,0.01,1,EQ,NSE,NSE
2250,2967809,11593,HDFCSENETF,HDFCAMC - HDFCSENETF,0,,0,0.01,1,EQ,NSE,NSE
2251,4587521,17920,HDIL-BZ,,0,,0,0.05,1,EQ,NSE,NSE
2252,3956993,15457,HECPROJECT-SM,,0,,0,0.05,1200,EQ,NSE,NSE
2253,342017,1336,HEG,HEG,0,,0,0.05,1,EQ,NSE,NSE
2254,592897,2316,HEIDELBERG,HEIDELBERGCEMENT (I),0,,0,0.05,1,EQ,NSE,NSE
2255,179457,701,HEMIPROP,HEMISPHERE PROP IND,0,,0,0.05,1,EQ,NSE,NSE
2256,669185,2614,HERANBA,HERANBA INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
2257,3913729,15288,HERCULES,HERCULES HOI..,0,,0,0.05,1,EQ,NSE,NSE
2258,1177089,4598,HERITGFOOD,HERITAGE FOODS,0,,0,0.05,1,EQ,NSE,NSE
2259,345089,1348,HEROMOTOCO,HERO MOTOCORP,0,,0,0.05,1,EQ,NSE,NSE
2260,1804289,7048,HESTERBIO,HESTER BIOSCIENCES,0,,0,0.05,1,EQ,NSE,NSE
2261,6915073,27012,HEXATRADEX-BE,HEXA TRADEX,0,,0,0.05,1,EQ,NSE,NSE
2262,5620225,21954,HFCL-BE,HFCL,0,,0,0.05,1,EQ,NSE,NSE
2263,428033,1672,HGINFRA,H.G.INFRA ENGINEERING,0,,0,0.05,1,EQ,NSE,NSE
2264,3767041,14715,HGS-BE,HINDUJA GLOBAL SOLS..,0,,0,0.05,1,EQ,NSE,NSE
2265,2475009,9668,HIKAL,HIKAL,0,,0,0.05,1,EQ,NSE,NSE
2266,372481,1455,HIL,HIL,0,,0,0.05,1,EQ,NSE,NSE
2267,3744513,14627,HILTON,HILTON METAL FORGING,0,,0,0.05,1,EQ,NSE,NSE
2268,1241345,4849,HIMATSEIDE-BE,HIMATSIN SEIDE-DEPO SETT,0,,0,0.05,1,EQ,NSE,NSE
2269,348929,1363,HINDALCO,HINDALCO  INDUSTRIES ,0,,0,0.05,1,EQ,NSE,NSE
2270,351233,1372,HINDCOMPOS,HINDUSTAN COMPOSITES.,0,,0,0.05,1,EQ,NSE,NSE
2271,1259521,4920,HINDCON,HINDCON CHEMICALS,0,,0,0.05,1,EQ,NSE,NSE
2272,4592385,17939,HINDCOPPER,HINDUSTAN COPPER,0,,0,0.05,1,EQ,NSE,NSE
2273,5549057,21676,HINDMOTORS,HINDUSTAN MOTORS,0,,0,0.05,1,EQ,NSE,NSE
2274,4364801,17050,HINDNATGLS-BE,HIND NATL GLASS & IND,0,,0,0.05,1,EQ,NSE,NSE
2275,359169,1403,HINDOILEXP,HINDUSTAN OIL EXPLORATION,0,,0,0.05,1,EQ,NSE,NSE
2276,359937,1406,HINDPETRO,HINDUSTAN PETROLEUM CORP,0,,0,0.05,1,EQ,NSE,NSE
2277,356865,1394,HINDUNILVR,HINDUSTAN UNILEVER.,0,,0,0.05,1,EQ,NSE,NSE
2278,364545,1424,HINDZINC,HINDUSTAN ZINC,0,,0,0.05,1,EQ,NSE,NSE
2279,3555841,13890,HIRECT,HIND RECTIFIER,0,,0,0.05,1,EQ,NSE,NSE
2280,4946433,19322,HISARMETAL,HISAR METAL IND.,0,,0,0.05,1,EQ,NSE,NSE
2281,734209,2868,HITECH,HI-TECH PIPES,0,,0,0.05,1,EQ,NSE,NSE
2282,3881217,15161,HITECHCORP,HITECH CORPORATION,0,,0,0.05,1,EQ,NSE,NSE
2283,1134849,4433,HITECHGEAR,THE HI-TECH GEARS,0,,0,0.05,1,EQ,NSE,NSE
2284,585985,2289,HLEGLAS,HLE GLASCOAT,0,,0,0.05,1,EQ,NSE,NSE
2285,370689,1448,HLVLTD,HLV,0,,0,0.05,1,EQ,NSE,NSE
2286,5042689,19698,HMT-BZ,,0,,0,0.05,1,EQ,NSE,NSE
2287,4918017,19211,HMVL,HINDUSTAN MEDIA VENT,0,,0,0.05,1,EQ,NSE,NSE
2288,3116289,12173,HNDFDS,HINDUSTAN FOODS,0,,0,0.05,1,EQ,NSE,NSE
2289,4680705,18284,HNGSNGBEES,NIP IND ETF HANGSENG BEES,0,,0,0.01,1,EQ,NSE,NSE
2290,526337,2056,HOMEFIRST,HOME FIRST FIN CO IND,0,,0,0.05,1,EQ,NSE,NSE
2291,874753,3417,HONAUT,HONEYWELL AUTOMATION IND,0,,0,0.05,1,EQ,NSE,NSE
2292,803329,3138,HONDAPOWER,HONDA I POWER PRODUCT,0,,0,0.05,1,EQ,NSE,NSE
2293,2653697,10366,HOTELRUGBY-BE,HOTEL RUGBY,0,,0,0.05,1,EQ,NSE,NSE
2294,3480321,13595,HOVS-BE,HOV SERVICES,0,,0,0.05,1,EQ,NSE,NSE
2295,4389633,17147,HPIL-SM,,0,,0,0.05,3000,EQ,NSE,NSE
2296,4781825,18679,HPL,HPL ELECTRIC & POWER,0,,0,0.05,1,EQ,NSE,NSE
2297,3669505,14334,HSCL,HIMADRI SPECIALITY CHEM L,0,,0,0.05,1,EQ,NSE,NSE
2298,361473,1412,HSIL,HSIL,0,,0,0.05,1,EQ,NSE,NSE
2299,3066625,11979,HTMEDIA,HT MEDIA,0,,0,0.05,1,EQ,NSE,NSE
2300,3636993,14207,HUBTOWN-BE,HUBTOWN,0,,0,0.05,1,EQ,NSE,NSE
2301,5331201,20825,HUDCO,HSG & URBAN DEV CORPN,0,,0,0.05,1,EQ,NSE,NSE
2302,7997441,31240,HUDCO-N2,,0,,0,0.01,1,EQ,NSE,NSE
2303,7997953,31242,HUDCO-N3,,0,,0,0.01,1,EQ,NSE,NSE
2304,7503361,29310,HUDCO-N4,,0,,0,0.01,1,EQ,NSE,NSE
2305,7503873,29312,HUDCO-N5,,0,,0,0.01,1,EQ,NSE,NSE
2306,7589889,29648,HUDCO-N6,,0,,0,0.01,1,EQ,NSE,NSE
2307,7590401,29650,HUDCO-N7,,0,,0,0.01,1,EQ,NSE,NSE
2308,5101569,19928,HUDCO-N8,,0,,0,0.01,1,EQ,NSE,NSE
2309,5102081,19930,HUDCO-N9,,0,,0,0.01,1,EQ,NSE,NSE
2310,5110273,19962,HUDCO-NA,,0,,0,0.01,1,EQ,NSE,NSE
2311,5110785,19964,HUDCO-NB,,0,,0,0.01,1,EQ,NSE,NSE
2312,5111297,19966,HUDCO-NC,,0,,0,0.01,1,EQ,NSE,NSE
2313,5111809,19968,HUDCO-ND,,0,,0,0.01,1,EQ,NSE,NSE
2314,5112321,19970,HUDCO-NE,,0,,0,0.01,1,EQ,NSE,NSE
2315,655873,2562,HUHTAMAKI,HUHTAMAKI INDIA,0,,0,0.05,1,EQ,NSE,NSE
2316,2543873,9937,IBMFNIFTY,IBULLSAMC - IBMFNIFTY,0,,0,0.01,1,EQ,NSE,NSE
2317,3699201,14450,IBREALEST,INDIABULLS REAL EST.,0,,0,0.05,1,EQ,NSE,NSE
2318,1256705,4909,IBUCCREDIT-N7,,0,,0,0.01,1,EQ,NSE,NSE
2319,1257473,4912,IBUCCREDIT-N8,,0,,0,0.01,1,EQ,NSE,NSE
2320,1257985,4914,IBUCCREDIT-N9,,0,,0,0.01,1,EQ,NSE,NSE
2321,1261057,4926,IBUCCREDIT-NA,,0,,0,0.01,1,EQ,NSE,NSE
2322,1262081,4930,IBUCCREDIT-NB,,0,,0,0.01,1,EQ,NSE,NSE
2323,1263617,4936,IBUCCREDIT-NC,,0,,0,0.01,1,EQ,NSE,NSE
2324,1265153,4942,IBUCCREDIT-ND,,0,,0,0.01,1,EQ,NSE,NSE
2325,7712001,30125,IBULHSGFIN,INDIABULLS HSG FIN,0,,0,0.05,1,EQ,NSE,NSE
2326,4767745,18624,IBULHSGFIN-N8,,0,,0,0.01,1,EQ,NSE,NSE
2327,4768257,18626,IBULHSGFIN-N9,,0,,0,0.01,1,EQ,NSE,NSE
2328,4768769,18628,IBULHSGFIN-NA,,0,,0,0.01,1,EQ,NSE,NSE
2329,4769281,18630,IBULHSGFIN-NB,,0,,0,0.01,1,EQ,NSE,NSE
2330,4769793,18632,IBULHSGFIN-NC,,0,,0,0.01,1,EQ,NSE,NSE
2331,4770305,18634,IBULHSGFIN-ND,,0,,0,0.01,1,EQ,NSE,NSE
2332,4770817,18636,IBULHSGFIN-NE,,0,,0,0.01,1,EQ,NSE,NSE
2333,4771329,18638,IBULHSGFIN-NF,,0,,0,0.01,1,EQ,NSE,NSE
2334,7713793,30132,IBULHSGFIN-W1,,0,,0,0.05,20000,EQ,NSE,NSE
2335,2460161,9610,ICDSLTD-BE,ICDSLTD,0,,0,0.05,1,EQ,NSE,NSE
2336,125185,489,ICEMAKE,ICE MAKE REFRIGERAT,0,,0,0.05,1,EQ,NSE,NSE
2337,2611457,10201,ICICI-M1,,0,,0,0.01,1,EQ,NSE,NSE
2338,2488321,9720,ICICI0101-N9,,0,,0,0.01,1,EQ,NSE,NSE
2339,2489089,9723,ICICI0101-NC,,0,,0,0.01,1,EQ,NSE,NSE
2340,2716417,10611,ICICI0102-NB,,0,,0,0.01,1,EQ,NSE,NSE
2341,1548801,6050,ICICI0199-NB,,0,,0,0.01,1,EQ,NSE,NSE
2342,2727937,10656,ICICI0202-NC,,0,,0,0.01,1,EQ,NSE,NSE
2343,2737921,10695,ICICI0302-NC,,0,,0,0.01,1,EQ,NSE,NSE
2344,2576129,10063,ICICI0401-N9,,0,,0,0.01,1,EQ,NSE,NSE
2345,2743297,10716,ICICI0402-NC,,0,,0,0.01,1,EQ,NSE,NSE
2346,1677057,6551,ICICI0699-NA,,0,,0,0.01,1,EQ,NSE,NSE
2347,2668289,10423,ICICI0701-N8,,0,,0,0.01,1,EQ,NSE,NSE
2348,2680833,10472,ICICI0801-NA,,0,,0,0.01,1,EQ,NSE,NSE
2349,2688513,10502,ICICI0901-NB,,0,,0,0.01,1,EQ,NSE,NSE
2350,2340097,9141,ICICI1000-NB,,0,,0,0.01,1,EQ,NSE,NSE
2351,1488385,5814,ICICI1098-NB,,0,,0,0.01,1,EQ,NSE,NSE
2352,2698753,10542,ICICI1101-NC,,0,,0,0.01,1,EQ,NSE,NSE
2353,2456321,9595,ICICI1200-NA,,0,,0,0.01,1,EQ,NSE,NSE
2354,2712577,10596,ICICI1201-NB,,0,,0,0.01,1,EQ,NSE,NSE
2355,1522177,5946,ICICI1298-NB,,0,,0,0.01,1,EQ,NSE,NSE
2356,1899777,7421,ICICI1299-NC,,0,,0,0.01,1,EQ,NSE,NSE
2357,768257,3001,ICICI500,ICICIPRAMC - ICICI500,0,,0,0.01,1,EQ,NSE,NSE
2358,5720065,22344,ICICIALPLV,ICICIPRAMC - ICICIALPLV,0,,0,0.01,1,EQ,NSE,NSE
2359,133633,522,ICICIB22,ICICIPRAMC - BHARATIWIN,0,,0,0.01,1,EQ,NSE,NSE
2360,1270529,4963,ICICIBANK,ICICI BANK.,0,,0,0.05,1,EQ,NSE,NSE
2361,2825473,11037,ICICIBANKN,ICICIPRAMC - IPRU5008,0,,0,0.01,1,EQ,NSE,NSE
2362,2914817,11386,ICICIBANKP,ICICIPRAMC - ICICIBANKP,0,,0,0.01,1,EQ,NSE,NSE
2363,1358337,5306,ICICIFMCG,ICICIPRAMC - ICICIFMCG,0,,0,0.01,1,EQ,NSE,NSE
2364,5573121,21770,ICICIGI,ICICI LOMBARD GIC,0,,0,0.05,1,EQ,NSE,NSE
2365,5037825,19679,ICICIGOLD,ICICI PRUDENTIAL GOLD ETF,0,,0,0.01,1,EQ,NSE,NSE
2366,1238529,4838,ICICILIQ,ICICIPRAMC - ICICILIQ,0,,0,0.01,1,EQ,NSE,NSE
2367,5441025,21254,ICICILOVOL,ICICI PR NIF LW VL 30 ETF,0,,0,0.01,1,EQ,NSE,NSE
2368,4390913,17152,ICICIM150,ICICIPRAMC - ICICIM150,0,,0,0.01,1,EQ,NSE,NSE
2369,4531713,17702,ICICIMCAP,ICICI PRUD MIDCAP SEL ETF,0,,0,0.01,1,EQ,NSE,NSE
2370,7780353,30392,ICICINF100,ICICI PRUD NIFTY 100 ETF,0,,0,0.01,1,EQ,NSE,NSE
2371,7565569,29553,ICICINIFTY,ICICI PRUD NIFTY ETF,0,,0,0.01,1,EQ,NSE,NSE
2372,4473601,17475,ICICINV20,ICICI PRUDENTIAL NV20 ETF,0,,0,0.01,1,EQ,NSE,NSE
2373,1159425,4529,ICICINXT50,ICICIPRAMC - ICICINXT50,0,,0,0.01,1,EQ,NSE,NSE
2374,928257,3626,ICICIPHARM,ICICIPRAMC - ICICIPHARM,0,,0,0.01,1,EQ,NSE,NSE
2375,4774913,18652,ICICIPRULI,ICICI PRU LIFE INS CO,0,,0,0.05,1,EQ,NSE,NSE
2376,1120769,4378,ICICISENSX,ICICI PRUD SENSEX ETF,0,,0,0.01,1,EQ,NSE,NSE
2377,5725441,22365,ICICITECH,ICICIPRAMC - ICICITECH,0,,0,0.01,1,EQ,NSE,NSE
2378,3068673,11987,ICIL,INDO COUNT INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
2379,3717889,14523,ICRA,ICRA,0,,0,0.05,1,EQ,NSE,NSE
2380,377857,1476,IDBI,IDBI BANK,0,,0,0.05,1,EQ,NSE,NSE
2381,6563841,25640,IDBIGOLD,IDBI MF - IDBI GOLD ETF,0,,0,0.05,1,EQ,NSE,NSE
2382,3677697,14366,IDEA,VODAFONE IDEA,0,,0,0.05,1,EQ,NSE,NSE
2383,3060993,11957,IDFC,IDFC,0,,0,0.05,1,EQ,NSE,NSE
2384,2863105,11184,IDFCFIRSTB,IDFC FIRST BANK,0,,0,0.05,1,EQ,NSE,NSE
2385,2768385,10814,IDFCFIRSTB-N9,,0,,0,0.01,1,EQ,NSE,NSE
2386,2769153,10817,IDFCFIRSTB-NA,,0,,0,0.01,1,EQ,NSE,NSE
2387,2792449,10908,IDFCFIRSTB-NB,,0,,0,0.01,1,EQ,NSE,NSE
2388,2793985,10914,IDFCFIRSTB-NC,,0,,0,0.01,1,EQ,NSE,NSE
2389,2794753,10917,IDFCFIRSTB-ND,,0,,0,0.01,1,EQ,NSE,NSE
2390,2795521,10920,IDFCFIRSTB-NE,,0,,0,0.01,1,EQ,NSE,NSE
2391,4808449,18783,IDFNIFTYET,IDFCAMC - IDFNIFTYET,0,,0,0.01,1,EQ,NSE,NSE
2392,56321,220,IEX,INDIAN ENERGY EXC,0,,0,0.05,1,EQ,NSE,NSE
2393,379393,1482,IFBAGRO,IFB AGRO INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
2394,380161,1485,IFBIND,IFB INDUSTRIES,0,,0,0.05,1,EQ,NSE,NSE
2395,381697,1491,IFCI,IFCI,0,,0,0.05,1,EQ,NSE,NSE
2396,1472769,5753,IFCI-NF,,0,,0,0.01,1,EQ,NSE,NSE
2397,1473281,5755,IFCI-NG,,0,,0,0.01,1,EQ,NSE,NSE
2398,1474305,5759,IFCI-NH,,0,,0,0.01,1,EQ,NSE,NSE
2399,1474817,5761,IFCI-NI,,0,,0,0.01,1,EQ,NSE,NSE
2400,1701377,6646,IFCI-NL,,0,,0,0.01,1,EQ,NSE,NSE
2401,1702913,6652,IFCI-NM,,0,,0,0.01,1,EQ,NSE,NSE
2402,111617,436,IFGLEXPOR,IFGL REFRACTORIES,0,,0,0.05,1,EQ,NSE,NSE
2403,162305,634,IGARASHI,IGARASHI MOTORS INDIA,0,,0,0.05,1,EQ,NSE,NSE
2404,2883073,11262,IGL,INDRAPRASTHA GAS,0,,0,0.05,1,EQ,NSE,NSE
2405,3606017,14086,IGPL,I G PETROCHEMICALS,0,,0,0.05,1,EQ,NSE,NSE
2406,5133313,20052,IIFCL-N1,,0,,0,0.01,1,EQ,NSE,NSE
2407,5133825,20054,IIFCL-N2,,0,,0,0.01,1,EQ,NSE,NSE
2408,5134337,20056,IIFCL-N3,,0,,0,0.01,1,EQ,NSE,NSE
2409,5134849,20058,IIFCL-N4,,0,,0,0.01,1,EQ,NSE,NSE
2410,3023105,11809,IIFL,IIFL FINANCE,0,,0,0.05,1,EQ,NSE,NSE
2411,4859393,18982,IIFL-N1,,0,,0,0.01,1,EQ,NSE,NSE
2412,4859905,18984,IIFL-N2,,0,,0,0.01,1,EQ,NSE,NSE
2413,4860417,18986,IIFL-N3,,0,,0,0.01,1,EQ,NSE,NSE
2414,4860929,18988,IIFL-N4,,0,,0,0.01,1,EQ,NSE,NSE
2415,4875009,19043,IIFL-N5,,0,,0,0.01,1,EQ,NSE,NSE
2416,4875521,19045,IIFL-N6,,0,,0,0.01,1,EQ,NSE,NSE
2417,4876033,19047,IIFL-N7,,0,,0,0.01,1,EQ,NSE,NSE
